text,asin
Great product! The battery will last forever.  I use it for times a week and  I only have to charge it every three months. After a couple miles the earbuds do tend to get sweaty as with most products. But they rarely fall out. Good purchase!,B01G8JO5F2
"Just arrived, better quality then expected. Took about an hour to fully charge the headset battery, works very well so far.",B01G8JO5F2
"Amazed by the quality , I like the adjustability of the ear pieces and fitment.",B01G8JO5F2
i love the hearing,B01G8JO5F2
They are extremely uncomfortable,B01G8JO5F2
"The fidelity of these are amazing! I have compared them to many wired earbuds and these blow them away. The musical range is huge and the clarity is excellent. Battery life iong, Bluetooth range about 20 feet depending on location. GREAT stereo separation, which gives them a concert-hall prescence. Highly recommended. AAA+++",B01G8JO5F2
It’s good overall but I wish u can adjust the ear clip u put over the ears..,B01G8JO5F2
Definitley worth the $20.00  I bought them for running and they work great.  Not sure why people would spend hundreds of dollars when you can get these for $20.00.,B01G8JO5F2
On-off switch broke first week,B01G8JO5F2
"Bought these January 5th, it stopped charging in less than 3 months and now it doesn’t even work. Poor quality.",B01G8JO5F2
Very easy to pair,B01G8JO5F2
"I loved my pair. It lasted me a year before it stopped working but to be fair I have a rough job and would wear these all day. Speaking of all day, the battery would last the full 8+ hours. To be fair towards the last few months I would charge it during lunch to make the full shift. Either way it is well worth the price and I will be getting another pair.",B01G8JO5F2
Good battery life and comfortable.,B01G8JO5F2
"I've used these almost every day for nearly two years. They work very well, with good battery life.",B01G8JO5F2
With this cheap price there is really nothing to complain about. The first day of using it has some noise. after fully charged for few hours everything was fine. But still it still has light noise from my left side every time I turn my head around. Might be connection problem but minor.,B01G8JO5F2
"This was my second pair.  The first one was great and lasted about 2 years with no issues, so when it was time for a new pair, I looked no further.<br /><br />The sound quality of the second one is very poor, especially when making phone calls.<br /><br />I just stop working and I’m not replacing it with another one of this brand.",B01G8JO5F2
These work so amazing.  The ear piece fits to your ear.  This is my second pair because I lost my first pair.  I love these and they work great!  Stay charged for about a week at a time or a little more.<br />Great quality and price is unbelievable!,B01G8JO5F2
to listen to music while I work.,B01G8JO5F2
worked fine for a year. but its button jammed up and it does not charge anymore,B01G8JO5F2
"These headphones work great! I wanted a headphone so I didn't need to carry my phone with me everywhere while listening to a pod cast or music and that would also cancel outside noise in the process and these headphones did just that. They came with a stylish case, and charging cable. They also came with some fun accessories which is a nice touch. Easy to use with a variety of ear size adapters which make them easy to fit in your ear. You can also switch them out for others to use them without using your specific ear plug. Nice!",B01G8JO5F2
"When they worked, they were a good product. I bought them 1/28/19 and by yesterday, less than 3 months later, not working at all.",B01G8JO5F2
Charging port broke after 2 months.,B01G8JO5F2
I just tested them and they sound good. Good quality for price,B01G8JO5F2
"These were great starter headphones, but they'll leave you wanting better quality. If you're hard on electronics or just don't expect them to last, then these are perfectly inexpensive.",B01G8JO5F2
Very pleased with the product. The earpiece fits perfect for all my activities and haven't had to worry about it falling. I've done a multitude of workouts to test it's stability and it's worked great!<br /><br />I wish there was a feature to show the battery life because I've forgot how long I've used the device and find out that I need to charge it when I need it.,B01G8JO5F2
"Great headphones, great sound, good battery life, really comfortable to wear, easy delivery process. Would highly recommend",B01G8JO5F2
